ReturnNo,OrderNo,ReturnDate,ReturnClosed,OrderDate,ReturnCode,ProductName,PartNumber,Amount, UnitPrice ,ReturnedTotal
11288,61355,2013-08-29,2013-09-05,2013-08-15,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Standard Fit",FS7161S,1, 39.56 ,39.56
11288,61355,2013-08-29,2013-09-05,2013-08-15,30A,"Women's 100% Cotton  Jeans with Expandable Waistband, Standard Fit",FS259S,1, 35.80 ,35.80
11289,61618,2013-08-29,2013-09-03,2013-08-19,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7161R,1, 39.56 ,39.56
11290,61746,2013-08-29,2013-09-06,2013-08-20,30A,Women's 3-Season Jacket,FS373,1, 88.31 ,88.31
11290,61746,2013-08-29,2013-09-06,2013-08-20,30A,Women's Poly Cotton Short Sleeve Field Shirt,FS211,1, 28.54 ,28.54
11291,60944,2013-08-29,2013-09-04,2013-08-10,30A,Women's Poly Cotton Long Sleeve Field Shirt,FS201,1, 29.64 ,29.64
11291,60944,2013-08-29,2013-09-04,2013-08-10,30A,Women's Poly Cotton Long Sleeve Field Shirt,FS201,1, 29.64 ,29.64
11291,60944,2013-08-29,2013-09-04,2013-08-10,30A,Women Skirt Dark Green,FS603,1, 83.33 ,83.33
11291,60944,2013-08-29,2013-09-04,2013-08-10,30A,Women's Dress Trousers,FS611,1, 70.93 ,70.93
11292,61444,2013-08-29,2013-09-03,2013-08-16,30A,Sweater Vest Unisex,FS226,1, 31.28 ,31.28
11296,61652,2013-08-29,2013-09-03,2013-08-20,30A,Men's Ski Jacket,FS378,1, 270.25 ,270.25
11297,61806,2013-08-29,2013-09-03,2013-08-21,30A,Women's Cotton Long Sleeve Field Shirt,FS215,1, 32.40 ,32.40
11297,61806,2013-08-29,2013-09-03,2013-08-21,32A,Small Dress Belt Buckle,FS012,1, 30.77 ,30.77
11297,61806,2013-08-29,2013-09-03,2013-08-21,30A,Women's Poly Cotton Short Sleeve Field Shirt,FS211,2, 28.54 ,57.08
11297,61806,2013-08-29,2013-09-03,2013-08-21,30A,Women's Cotton Short Sleeve Field Shirt,FS213,1, 31.25 ,31.25
11297,61806,2013-08-29,2013-09-03,2013-08-21,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
11297,61806,2013-08-29,2013-09-03,2013-08-21,30A,Zip-off Pant Green Nylon,FS260,1, 98.48 ,98.48
11297,61806,2013-08-29,2013-09-03,2013-08-21,30A,Women's Fleece Lined Vest,FS363,1, 77.05 ,77.05
11297,61806,2013-08-29,2013-09-03,2013-08-21,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7161R,1, 39.56 ,39.56
11298,61550,2013-08-29,2013-09-06,2013-08-19,30A,Men's Ski Jacket,FS378,1, 270.25 ,270.25
11299,60127,2013-08-29,2013-10-17,2013-07-31,30A,"Field Belt, Narrow Basketweave",FS721,1, 17.76 ,17.76
11299,60127,2013-08-29,2013-10-17,2013-07-31,30A,"Women's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS259R,1, 35.80 ,35.80
11300,61480,2013-08-30,2013-10-17,2013-08-16,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Standard Fit",FS7161S,1, 39.56 ,39.56
11301,61794,2013-08-30,2013-09-06,2013-08-21,30A,Unisex Cotton Coveralls,FS500,1, 42.96 ,42.96
11302,61724,2013-08-30,2013-09-03,2013-08-20,30A,LS Patrol Polo Shirts-White,FS686,1, 39.51 ,39.51
11302,61724,2013-08-30,2013-09-03,2013-08-20,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
11303,61552,2013-08-30,2013-09-05,2013-08-19,30A,Women's Poly Cotton Long Sleeve Field Shirt,FS201,1, 29.64 ,29.64
11303,61552,2013-08-30,2013-09-05,2013-08-19,30A,"Field Belt, Narrow Basketweave",FS721,1, 17.76 ,17.76
11304,61834,2013-08-30,2013-09-06,2013-08-21,30A,"Field Belt, Wide Basketweave",FS720,1, 19.83 ,19.83
11304,61834,2013-08-30,2013-09-06,2013-08-21,30A,Men's Cotton Long Sleeve Field Shirt,FS214,1, 32.40 ,32.40
11304,61834,2013-08-30,2013-09-06,2013-08-21,30A,Men's Cotton Short Sleeve Field Shirt,FS212,4, 31.25 ,125.00
11304,61834,2013-08-30,2013-09-06,2013-08-21,30A,"Men's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7170S,2, 48.95 ,97.90
11306,61704,2013-08-30,2013-10-17,2013-08-20,56M,Men's Ski Jacket,FS378,1, 270.25 ,270.25
11307,61462,2013-08-30,2013-09-04,2013-08-16,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7161R,1, 39.56 ,39.56
11308,60976,2013-08-30,2013-09-05,2013-08-12,30A,"Men's 100% Cotton  Jeans with Expandable Waistband, Standard Fit",FS258S,1, 35.80 ,35.80
11309,61413,2013-08-30,2013-10-17,2013-08-16,30A,"Women's 100% Cotton  Jeans with Expandable Waistband, Standard Fit",FS259S,1, 35.80 ,35.80
11309,61413,2013-08-30,2013-10-17,2013-08-16,30A,Unisex Poly-Cotton Cruiser,FS340,1, 108.86 ,108.86
11309,61413,2013-08-30,2013-10-17,2013-08-16,30A,Women's Cotton Long Sleeve Field Shirt,FS215,1, 32.40 ,32.40
11309,61413,2013-08-30,2013-10-17,2013-08-16,30A,Women's Cotton Short Sleeve Field Shirt,FS213,1, 31.25 ,31.25
11310,61207,2013-08-30,2013-09-03,2013-08-14,30A,Unisex Wool Cruiser Coat,FS320,1, 161.98 ,161.98
11313,61680,2013-08-30,2013-10-17,2013-08-20,30A,Unisex Rain/Wind Pants,FS392,1, 176.18 ,176.18
11315,61803,2013-08-30,2013-09-06,2013-08-21,30A,Women's Fleece Top,FS365,1, 68.31 ,68.31
11316,61653,2013-08-30,2013-09-03,2013-08-20,30A,"Women's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS259R,1, 35.80 ,35.80
11317,59933,2013-08-30,2013-09-03,2013-07-29,30A,"Women's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS259R,1, 35.80 ,35.80
11318,61141,2013-08-30,2013-10-18,2013-08-13,56M,"Field Belt, Wide Basketweave",FS720,1, 19.83 ,19.83
11319,58918,2013-09-03,2013-09-06,2013-07-12,30A,"Field Belt, Wide Basketweave",FS720,1, 19.83 ,19.83
11320,58430,2013-09-03,2013-10-18,2013-07-05,32A,"Men's 100% Cotton  Jeans with Expandable Waistband, Standard Fit",FS258S,1, 35.80 ,35.80
11320,58430,2013-09-03,2013-10-18,2013-07-05,32A,"Men's Polyester/Cotton Casual Trousers with Expandable Waistband, Standard Fit",FS7160S,1, 41.06 ,41.06
11321,61486,2013-09-03,2013-09-06,2013-08-17,30A,Men's Ski Jacket,FS378,1, 270.25 ,270.25
11323,62061,2013-09-03,2013-09-06,2013-08-23,30A,Men's Ski Jacket,FS378,1, 270.25 ,270.25
11324,62031,2013-09-03,2013-09-06,2013-08-23,30A,Women's SS Polo Shirts-Khaki,FS672,1, 35.91 ,35.91
11324,62031,2013-09-03,2013-09-06,2013-08-23,30A,Women's Cotton Short Sleeve Field Shirt,FS213,1, 31.25 ,31.25
11326,61489,2013-09-03,2013-10-17,2013-08-17,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
11327,61006,2013-09-03,2013-10-17,2013-08-12,30A,"Field Belt, Wide Basketweave",FS720,1, 19.83 ,19.83
11328,62005,2013-09-03,2013-10-17,2013-08-22,32A,Unisex Poly-Cotton Cruiser,FS340,1, 108.86 ,108.86
11329,61889,2013-09-03,2013-09-04,2013-08-22,30A,"Women's 100% Cotton  Jeans with Expandable Waistband, Standard Fit",FS259S,1, 35.80 ,35.80
11331,61479,2013-09-03,2013-10-17,2013-08-16,30A,"Women's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS259R,1, 35.80 ,35.80
11331,61479,2013-09-03,2013-10-17,2013-08-16,30A,Women's Poly Cotton Short Sleeve Field Shirt,FS211,3, 28.54 ,85.62
11334,62056,2013-09-04,2013-10-17,2013-08-23,30A,Dress Belt Wide,FS700,1, 19.75 ,19.75
11335,62159,2013-09-04,2013-10-17,2013-08-25,30A,Unisex Wool Cruiser Coat,FS320,1, 161.98 ,161.98
11336,60109,2013-09-04,2013-10-17,2013-07-31,30A,Women's Cotton Short Sleeve Field Shirt,FS213,1, 31.25 ,31.25
11337,62033,2013-09-04,2013-09-06,2013-08-23,30A,Women's Dress Trousers,FS611,1, 70.93 ,70.93
11338,60324,2013-09-04,2013-10-18,2013-08-02,30A,FS Stretch Fit Twill Enclosed Hat,FS330,1, 14.52 ,14.52
11339,60985,2013-09-04,2013-09-06,2013-08-12,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7161R,2, 39.56 ,79.12
11340,61288,2013-09-04,2013-10-17,2013-08-15,30A,"Men's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7170S,1, 48.95 ,48.95
11340,61288,2013-09-04,2013-10-17,2013-08-15,30A,"Men's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS258R,2, 35.80 ,71.60
11342,62200,2013-09-04,2013-09-06,2013-08-26,30A,Men's LE Dress Trousers,FS882,1, 75.42 ,75.42
11343,61159,2013-09-04,2013-10-17,2013-08-13,30A,Women's LS Polo Shirt-Khaki,FS673,2, 39.51 ,79.02
11344,62475,2013-09-04,2013-10-18,2013-08-28,30A,SS Patrol Polo Shirts-White,FS685,1, 35.91 ,35.91
11344,62475,2013-09-04,2013-10-18,2013-08-28,30A,Unisex Poly-Cotton Cruiser,FS340,1, 108.86 ,108.86
11344,62475,2013-09-04,2013-10-18,2013-08-28,30A,Men's Poly Cotton Short Sleeve Field Shirt,FS210,1, 28.83 ,28.83
11345,60989,2013-09-04,2013-10-17,2013-08-12,30A,Men's Poly Cotton Long Sleeve Field Shirt,FS200,1, 29.64 ,29.64
11348,60929,2013-09-04,2013-10-17,2013-08-09,30A,"Women's 100% Cotton  Jeans with Expandable Waistband, Standard Fit",FS259S,1, 35.80 ,35.80
11348,60929,2013-09-04,2013-10-17,2013-08-09,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Standard Fit",FS7161S,1, 39.56 ,39.56
11350,61696,2013-09-04,2013-10-17,2013-08-20,30A,Men's Ski Jacket,FS378,1, 270.25 ,270.25
11351,61394,2013-09-04,2013-09-04,2013-08-16,68V,Gold Nameplate,FS600,1, 11.26 ,11.26
11354,62183,2013-09-04,2013-10-17,2013-08-26,30A,"Women's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS259R,2, 35.80 ,71.60
11356,62177,2013-09-04,2013-10-17,2013-08-25,30A,"Field Belt, Wide Basketweave",FS720,1, 19.83 ,19.83
11356,62177,2013-09-04,2013-10-17,2013-08-25,30A,"Men's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7160R,1, 41.06 ,41.06
11358,62288,2013-09-04,2013-10-17,2013-08-26,30A,Women's 3-Season Jacket,FS373,1, 88.31 ,88.31
11359,61640,2013-09-05,2013-10-17,2013-08-20,30A,Men's Ski Jacket,FS378,1, 270.25 ,270.25
11360,59938,2013-09-05,2013-09-06,2013-07-29,30A,"Women's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS259R,1, 35.80 ,35.80
11361,60713,2013-09-05,2013-10-17,2013-08-07,55M,"Men's 100% Cotton  Jeans with Expandable Waistband, Standard Fit",FS258S,1, 35.80 ,35.80
11362,61543,2013-09-05,2013-10-17,2013-08-19,30A,Women's Cotton Short Sleeve Field Shirt,FS213,1, 31.25 ,31.25
11362,61543,2013-09-05,2013-10-17,2013-08-19,30A,Women's Cotton Long Sleeve Field Shirt,FS215,1, 32.40 ,32.40
11362,61543,2013-09-05,2013-10-17,2013-08-19,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7161R,2, 39.56 ,79.12
11362,61543,2013-09-05,2013-10-17,2013-08-19,30A,Women's Dress Trousers,FS611,1, 70.93 ,70.93
11363,61188,2013-09-05,2013-10-17,2013-08-14,30A,"Men's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7170S,1, 48.95 ,48.95
11364,60272,2013-09-05,2013-10-17,2013-08-01,30A,Stocking Cap,FS356,1, 13.94 ,13.94
11364,60272,2013-09-05,2013-10-17,2013-08-01,30A,FS Stretch Fit Twill Enclosed Hat,FS330,1, 14.52 ,14.52
11364,60272,2013-09-05,2013-10-17,2013-08-01,30A,Men's Fleece Lined Vest,FS362,1, 78.57 ,78.57
11364,60272,2013-09-05,2013-10-17,2013-08-01,30A,Men's 3-Season Jacket,FS372,1, 91.42 ,91.42
11364,60272,2013-09-05,2013-10-17,2013-08-01,30A,Men's Poly Cotton Short Sleeve Field Shirt,FS210,1, 28.83 ,28.83
11364,60272,2013-09-05,2013-10-17,2013-08-01,30A,"Men's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS258R,2, 35.80 ,71.60
11365,56391,2013-09-05,2013-10-17,2013-05-30,30A,Men's Lined Field Jeans,FS245,1, 43.10 ,43.10
11365,56391,2013-09-05,2013-10-17,2013-05-30,31A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
11369,61139,2013-09-05,2013-09-05,2013-08-13,30A,Men's Cargo Shorts,FS314,1, 44.42 ,44.42
11370,61127,2013-09-05,2013-10-17,2013-08-13,30A,"Women's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS259R,1, 35.80 ,35.80
11370,61127,2013-09-05,2013-10-17,2013-08-13,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7161R,1, 39.56 ,39.56
11373,60952,2013-09-05,2013-09-06,2013-08-10,30A,Women's Poly Cotton Short Sleeve Field Shirt,FS211,1, 28.54 ,28.54
11374,62222,2013-09-06,2013-10-17,2013-08-26,30A,Men's Ski Jacket,FS378,1, 270.25 ,270.25
11375,60992,2013-09-06,2013-10-17,2013-08-12,30A,Men's Wool Pants,FS400,1, 112.63 ,112.63
11377,61399,2013-09-06,2013-10-17,2013-08-16,30A,Unisex Poly-Cotton Cruiser,FS340,1, 108.86 ,108.86
11378,61697,2013-09-06,2013-10-17,2013-08-20,30A,Men's Ski Jacket,FS378,1, 270.25 ,270.25
11379,62478,2013-09-06,2013-10-30,2013-08-28,30A,"Men's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7160R,2, 41.06 ,82.12
11379,62478,2013-09-06,2013-10-30,2013-08-28,30A,"Men's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS258R,1, 35.80 ,35.80
11380,62425,2013-09-06,2013-10-17,2013-08-28,30A,Men's Cargo Shorts,FS314,1, 44.42 ,44.42
11383,60962,2013-09-06,2013-10-17,2013-08-11,30A,Women's Cotton Short Sleeve Field Shirt,FS213,1, 31.25 ,31.25
11383,60962,2013-09-06,2013-10-17,2013-08-11,30A,Women's SS Polo Shirts-White,FS670,1, 35.91 ,35.91
11383,60962,2013-09-06,2013-10-17,2013-08-11,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
11384,61357,2013-09-06,2013-10-17,2013-08-15,30A,Men's Ski Jacket,FS378,1, 270.25 ,270.25
11385,60026,2013-09-06,2013-10-17,2013-07-29,32A,Women's Cotton Short Sleeve Field Shirt,FS213,1, 31.25 ,31.25
11385,60026,2013-09-06,2013-10-17,2013-07-29,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7161R,1, 39.56 ,39.56
11385,60026,2013-09-06,2013-10-17,2013-07-29,32A,Women's Cotton Long Sleeve Field Shirt,FS215,1, 32.40 ,32.40
11385,60026,2013-09-06,2013-10-17,2013-07-29,30A,Unisex Rain/Wind Shell,FS376,1, 218.55 ,218.55
11387,62182,2013-09-09,2013-10-17,2013-08-26,30A,Men's LE Dress Trousers,FS882,1, 75.42 ,75.42
11391,62416,2013-09-09,2013-10-17,2013-08-27,30A,Wool Bib Overalls-Unisex,FS452,1, 125.16 ,125.16
11396,61807,2013-09-09,2013-10-17,2013-08-21,30A,Women's Cotton Long Sleeve Field Shirt,FS215,1, 32.40 ,32.40
11396,61807,2013-09-09,2013-10-17,2013-08-21,30A,Unisex Poly-Cotton Cruiser,FS340,1, 108.86 ,108.86
11397,62290,2013-09-09,2013-10-17,2013-08-26,30A,Unisex Poly-Cotton Cruiser,FS340,1, 108.86 ,108.86
11397,62290,2013-09-09,2013-10-17,2013-08-26,30A,Unisex Cotton Coveralls,FS500,1, 42.96 ,42.96
11397,62290,2013-09-09,2013-10-17,2013-08-26,30A,Men's Ski Jacket,FS378,1, 270.25 ,270.25
11399,62669,2013-09-09,2013-10-17,2013-08-30,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
11400,62404,2013-09-09,2013-10-17,2013-08-27,32A,"Men's Polyester/Cotton Casual Trousers with Expandable Waistband, Standard Fit",FS7160S,4, 41.06 ,164.24
11401,61649,2013-09-09,2013-10-17,2013-08-20,30A,Men's Poly Cotton Long Sleeve Field Shirt,FS200,6, 29.64 ,177.84
11406,62013,2013-09-10,2013-10-18,2013-08-22,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7161R,1, 39.56 ,39.56
11406,62013,2013-09-10,2013-10-18,2013-08-22,30A,LS Patrol Polo Shirts-White,FS686,1, 39.51 ,39.51
11406,62013,2013-09-10,2013-10-18,2013-08-22,30A,Women's LS Polo Shirt-Khaki,FS673,1, 39.51 ,39.51
11406,62013,2013-09-10,2013-10-18,2013-08-22,30A,Unisex Rain/Wind Pants,FS392,1, 176.18 ,176.18
11406,62013,2013-09-10,2013-10-18,2013-08-22,30A,Unisex Parka & Hood,FS1000,1, 166.96 ,166.96
11406,62013,2013-09-10,2013-10-18,2013-08-22,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,2, 47.30 ,94.60
11407,60999,2013-09-10,2013-10-18,2013-08-12,30A,"Field Belt, Wide Basketweave",FS720,1, 19.83 ,19.83
11407,60999,2013-09-10,2013-10-18,2013-08-12,30A,Men's Poly Cotton Long Sleeve Field Shirt,FS200,2, 29.64 ,59.28
11409,61800,2013-09-10,2013-10-17,2013-08-21,30A,Women's Poly Cotton Long Sleeve Field Shirt,FS201,1, 29.64 ,29.64
11409,61800,2013-09-10,2013-10-17,2013-08-21,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
11410,61900,2013-09-10,2013-10-17,2013-08-22,30A,"Men's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS258R,1, 35.80 ,35.80
11410,61900,2013-09-10,2013-10-17,2013-08-22,30A,"Men's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7160R,1, 41.06 ,41.06
11410,61900,2013-09-10,2013-10-17,2013-08-22,30A,"Men's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7170S,1, 48.95 ,48.95
11410,61900,2013-09-10,2013-10-17,2013-08-22,30A,"Field Belt, Wide Basketweave",FS720,1, 19.83 ,19.83
11411,62914,2013-09-10,2013-10-17,2013-09-03,30A,Unisex Rain/Wind Shell,FS376,1, 218.55 ,218.55
11413,62090,2013-09-10,2013-12-06,2013-08-23,30A,Men's Fleece Top,FS364,1, 68.31 ,68.31
11413,62090,2013-09-10,2013-12-06,2013-08-23,30A,Men's Lined Field Jeans,FS245,1, 43.10 ,43.10
11413,62090,2013-09-10,2013-12-06,2013-08-23,30A,"Men's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7160R,1, 41.06 ,41.06
11416,62992,2013-09-11,2013-10-17,2013-09-04,30A,Dress Belt Narrow,FS701,1, 17.78 ,17.78
11416,62992,2013-09-11,2013-10-17,2013-09-04,30A,Cardigan Sweater Unisex,FS225,1, 51.12 ,51.12
11416,62992,2013-09-11,2013-10-17,2013-09-04,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7161R,1, 39.56 ,39.56
11416,62992,2013-09-11,2013-10-17,2013-09-04,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Standard Fit",FS7161S,1, 39.56 ,39.56
11416,62992,2013-09-11,2013-10-17,2013-09-04,30A,Women's Cotton Short Sleeve Field Shirt,FS213,1, 31.25 ,31.25
11416,62992,2013-09-11,2013-10-17,2013-09-04,30A,Women's SS Polo Shirts-Khaki,FS672,1, 35.91 ,35.91
11416,62992,2013-09-11,2013-10-17,2013-09-04,30A,Women's SS Polo Shirts-White,FS670,1, 35.91 ,35.91
11417,61602,2013-09-11,2013-10-18,2013-08-19,30A,Women's Ski Jacket,FS379,1, 250.31 ,250.31
11418,63063,2013-09-11,2013-10-18,2013-09-04,30A,"Men's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7170S,2, 48.95 ,97.90
11419,62195,2013-09-11,2013-11-18,2013-08-26,30A,Polar Hat,FS368,2, 24.45 ,48.90
11419,62195,2013-09-11,2013-11-18,2013-08-26,30A,Men's Poly Cotton Long Sleeve Field Shirt,FS200,2, 29.64 ,59.28
11420,62362,2013-09-11,2013-10-18,2013-08-27,30A,"Women's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS259R,3, 35.80 ,107.40
11421,62868,2013-09-11,2013-10-18,2013-09-03,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
11421,62868,2013-09-11,2013-10-18,2013-09-03,30A,"Field Belt, Wide Basketweave",FS720,1, 19.83 ,19.83
11421,62868,2013-09-11,2013-10-18,2013-09-03,30A,Women's Poly Cotton Long Sleeve Field Shirt,FS201,1, 29.64 ,29.64
11423,61390,2013-09-11,2013-10-18,2013-08-16,30A,Men's Poly Cotton Short Sleeve Field Shirt,FS210,1, 28.83 ,28.83
11423,61390,2013-09-11,2013-10-18,2013-08-16,30A,"Men's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS258R,1, 35.80 ,35.80
11424,62938,2013-09-11,2013-10-17,2013-09-03,30A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Standard Fit",FS7161S,1, 39.56 ,39.56
11425,59389,2013-09-11,2013-10-18,2013-07-18,30A,Men's Dress Trousers,FS610,1, 70.93 ,70.93
11425,59389,2013-09-11,2013-10-18,2013-07-18,30A,Men's Wool Pants,FS400,1, 112.63 ,112.63
11426,59902,2013-09-11,2013-10-18,2013-07-27,30A,Men's Poly Cotton Long Sleeve Field Shirt,FS200,2, 29.64 ,59.28
11427,62497,2013-09-11,2013-10-17,2013-08-28,30A,Women's Poly Cotton Short Sleeve Field Shirt,FS211,1, 28.54 ,28.54
11427,62497,2013-09-11,2013-10-17,2013-08-28,30A,Women's Poly Cotton Long Sleeve Field Shirt,FS201,1, 29.64 ,29.64
11428,62130,2013-09-11,2013-10-18,2013-08-24,30A,"Men's Polyester/Cotton Casual Trousers with Expandable Waistband, Standard Fit",FS7160S,1, 41.06 ,41.06
11429,62547,2013-09-12,2013-10-18,2013-08-29,30A,Men's Poly Cotton Long Sleeve Field Shirt,FS200,2, 29.64 ,59.28
11430,62952,2013-09-12,2013-10-18,2013-09-03,30A,Men's Cotton Long Sleeve Field Shirt,FS214,3, 32.40 ,97.20
11432,62528,2013-09-12,2013-10-18,2013-08-29,30A,Wool Bib Overalls-Unisex,FS452,1, 125.16 ,125.16
11433,61188,2013-09-12,2013-10-17,2013-08-14,30A,Men's Cotton Short Sleeve Field Shirt,FS212,1, 31.25 ,31.25
11434,62838,2013-09-12,2013-10-17,2013-09-03,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
11435,63013,2013-09-12,2013-10-18,2013-09-04,30A,Men's Ski Jacket,FS378,1, 270.25 ,270.25
11436,62349,2013-09-12,2013-10-18,2013-08-27,31A,"Women's Polyester/Cotton Casual Trousers with Expandable Waistband, Relaxed Fit",FS7161R,1, 39.56 ,39.56
11436,62349,2013-09-12,2013-10-18,2013-08-27,31A,"Women's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS259R,1, 35.80 ,35.80
11436,62349,2013-09-12,2013-10-18,2013-08-27,30A,Women's SS Polo Shirts-White,FS670,1, 35.91 ,35.91
11437,62219,2013-09-12,2013-10-18,2013-08-26,30A,"Women's 100% Cotton  Jeans with Expandable Waistband, Standard Fit",FS259S,1, 35.80 ,35.80
11438,62888,2013-09-12,2013-10-17,2013-09-03,30A,Women Skirt Dark Green,FS603,1, 83.33 ,83.33
11439,60751,2013-09-12,2013-10-18,2013-08-08,30A,"Men's 100% Cotton Jeans with Expandable Waistband, Relaxed Fit",FS258R,1, 35.80 ,35.80
11439,60751,2013-09-12,2013-10-18,2013-08-08,30A,"Men's Polyester/Cotton Casual Trousers with Expandable Waistband, Standard Fit",FS7160S,1, 41.06 ,41.06
11439,60751,2013-09-12,2013-10-18,2013-08-08,30A,Men's Cotton Long Sleeve Field Shirt,FS214,1, 32.40 ,32.40
11439,60751,2013-09-12,2013-10-18,2013-08-08,30A,Men's Cotton Short Sleeve Field Shirt,FS212,1, 31.25 ,31.25
11439,60751,2013-09-12,2013-10-18,2013-08-08,30A,Unisex Rain/Wind Pants,FS392,1, 176.18 ,176.18
11440,62350,2013-09-12,2013-10-18,2013-08-27,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
11440,62350,2013-09-12,2013-10-18,2013-08-27,63S,Plastic Nameplate,FS601,1, 6.31 ,6.31
11440,62350,2013-09-12,2013-10-18,2013-08-27,30A,"Women's 100% Cotton  Jeans with Expandable Waistband, Standard Fit",FS259S,1, 35.80 ,35.80
11440,62350,2013-09-12,2013-10-18,2013-08-27,30A,Women's Poly Cotton Long Sleeve Field Shirt,FS201,1, 29.64 ,29.64
11440,62350,2013-09-12,2013-10-18,2013-08-27,30A,Women's Poly Cotton Short Sleeve Field Shirt,FS211,1, 28.54 ,28.54
11440,62350,2013-09-12,2013-10-18,2013-08-27,30A,"Women's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7171S,1, 47.30 ,47.30
11441,62676,2013-09-12,2013-10-18,2013-08-30,30A,Unisex Rain/Wind Shell,FS376,1, 218.55 ,218.55
11441,62676,2013-09-12,2013-10-18,2013-08-30,30A,Men's Ski Jacket,FS378,1, 270.25 ,270.25
11442,62231,2013-09-12,2013-10-18,2013-08-26,30A,Women's Poly Cotton Short Sleeve Field Shirt,FS211,2, 28.54 ,57.08
11443,62488,2013-09-12,2013-10-18,2013-08-28,30A,Men's LE Long Sleeve Shirt,FS800,2, 51.90 ,103.80
11444,61546,2013-09-12,2013-10-18,2013-08-19,30A,Women's Poly Cotton Short Sleeve Field Shirt,FS211,1, 28.54 ,28.54
11444,61546,2013-09-12,2013-10-18,2013-08-19,30A,Women's Fleece Bottoms,FS367,1, 54.97 ,54.97
11444,61546,2013-09-12,2013-10-18,2013-08-19,30A,"Men's Polyester/Cotton Cargo Pants with Expandable Waistband, Standard Fit",FS7170S,1, 48.95 ,48.95
11444,61546,2013-09-12,2013-10-18,2013-08-19,30A,Women's Fleece Top,FS365,1, 68.31 ,68.31
