Qty,PartID,Description,Orders_Number
10,IRB1005,HiTechnic Infrared Electronic Ball,3406467
50,NAC1040,NXT Accelerometer Sensor,3406468
50,NCO1038,NXT Color Sensor V2,3406468
50,NGY1044,NXT Gyro Sensor,3406468
50,NMC1034,NXT Magnetic Compass Sensor,3406468
5,NSX2020,HiTechnic Sensor Multiplexer,3406469
10,NWS1000,NXT Extended Connector Cable Set,3406469
0,NAA1030,NXT Angle Sensor,3406470
0,NMS1035,NXT Magnetic Sensor,3406470
2,IRB1005,HiTechnic Infrared Electronic Ball,3406470
5,NSX2020,HiTechnic Sensor Multiplexer  (back Order PO 201699),3406470
2,NMC1034,3NXT Magnetic Compass Sensor,3406471
2,NSK1042,NXT IRSeeker  V2,3406471
7,NCO1038,NXT Color Sensor V2,3406471
200,NGY1044,NXT Gyro Sensor,3406472
200,NIR1032,NXT IR Receiver,3406472
2,NSX2020,HiTechnic Sensor Multiplexer,3406475
10,NSX2020,HiTechnic Sensor Multiplexer,3406477
0,NWS1000,NXT Extended Connector Cable Set,3406478
26,NSX2020,HiTechnic Sensor Multiplexer,3406478
32,NSX2020,HiTechnic Sensor Multiplexer,3406479
1,IRB1005,HiTechnic Infrared Electronic Ball,3406480
1,NSK1042,NXT IRSeeker  V2,3406480
0,NEO1048,NXT EOPD Sensor,3406481
0,NSK1042,NXT IRSeeker  V2,3406481
0,NWS1000,NXT Extended Connector Cable Set,3406481
10,IRB1005,HiTechnic Infrared Electronic Ball,3406481
10,NSX2020,HiTechnic Sensor Multiplexer,3406481
1,IRB1005,HiTechnic Infrared Electronic Ball,3406483
2,NMC1034,NXT Magnetic Compass Sensor,3406483
4,NSK1042,NXT IRSeeker  V2,3406483
4,NWS1000,NXT Extended Connector Cable Set,3406483
1,NAC1040,NXT Accelerometer Sensor,3406485
1,NGY1044,NXT Gyro Sensor,3406485
1,NIR1032,NXT IR Receiver,3406485
2,NWS1000,NXT Extended Connector Cable Set,3406485
26,NSX2020,HiTechnic Sensor Multiplexer,3406487
80,NWS1000,NXT Extended Connector Cable Set,3406487
200,NCO1038,NXT Color Sensor V2,3406488
200,NMC1034,NXT Magnetic Compass Sensor,3406488
10,NIL1046,NXT IRLink Sensor,3406489
15,NEO1048,NXT EOPD Sensor,3406489
100,NGY1044,NXT Gyro Sensor,3406489
1,NAC1040,NXT Accelerometer Sensor,3406490
1,NMC1034,NXT Magnetic Compass Sensor,3406490
1,NMS1035,NXT Magnetic Sensor,3406490
1,NSK1042,NXT IRSeeker  V2,3406490
1,NSX2020,HiTechnic Sensor Multiplexer,3406490
1,NPA1058,HiTechnic Experimenter's Kit A,3406491
10,NMC1034,NXT Magnetic Compass Sensor,3406491
10,NPT1051,NXT Prototype Solderable Extension,3406491
10,NSK1042,NXT IRSeeker  V2,3406491
10,NWS1000,NXT Extended Connector Cable Set,3406491
15,NEO1048,NXT EOPD Sensor,3406491
20,NAC1040,NXT Accelerometer Sensor,3406491
43,NPS1055,NXT Solderless Prototype Sensor,3406491
50,NGY1044,NXT Gyro Sensor,3406491
5,IRB1005,HiTechnic Infrared Electronic Ball,3406492
6,NGY1044,NXT Gyro Sensor,3406492
20,NMC1034,NXT Magnetic Compass Sensor,3406492
27,NSK1042,NXT IRSeeker  V2,3406492
1,NSX2020,HiTechnic Sensor Multiplexer,3406493
2,NAC1040,NXT Accelerometer Sensor,3406493
2,NMC1034,NXT Magnetic Compass Sensor,3406493
3,IRB1005,HiTechnic Infrared Electronic Ball,3406493
3,NGY1044,NXT Gyro Sensor,3406493
1,FTCBCN,FTC IR Beacon Master,3406494
1,NPA1058,HiTechnic Experimenter's Kit A,3406494
2,NPS1055,NXT Solderless Prototype Sensor,3406494
3,NSX2020,HiTechnic Sensor Multiplexer,3406494
4,NWS1000,NXT Extended Connector Cable Set,3406494
5,IRB1005,HiTechnic Infrared Electronic Ball,3406496
5,NIL1046,NXT IRLink Sensor,3406496
10,NPA1058,HiTechnic Experimenter's Kit A,3406496
15,NAA1030,NXT Angle Sensor,3406496
15,NIR1032,NXT IR Receiver,3406496
15,NSX2020,HiTechnic Sensor Multiplexer,3406496
20,NCO1038,NXT Color Sensor V2,3406496
20,NGY1044,NXT Gyro Sensor,3406496
20,NSK1042,NXT IRSeeker  V2,3406496
50,NMC1034,NXT Magnetic Compass Sensor,3406496
1,NSX2020,HiTechnic Sensor Multiplexer,3406499
6,NAC1040,NXT Accelerometer Sensor,3406499
6,NSK1042,NXT IRSeeker  V2,3406499
1,NIR1032,NXT IR Receiver,3406500
4,NAC1040,NXT Accelerometer Sensor,3406500
4,NGY1044,NXT Gyro Sensor,3406500
10,IRB1005,HiTechnic Infrared Electronic Ball,3406501
10,NAC1040,NXT Accelerometer Sensor,3406501
10,NCO1038,NXT Color Sensor V2,3406501
10,NEO1048,NXT EOPD Sensor,3406501
10,NGY1044,NXT Gyro Sensor,3406501
10,NPT1051,NXT Prototype Solderable Extension,3406501
10,NSK1042,NXT IRSeeker  V2,3406501
10,NSX2020,HiTechnic Sensor Multiplexer,3406501
10,NTX1060,NXT Touch Sensor Multiplexer,3406501
16,NMC1034,NXT Magnetic Compass Sensor,3406501
10,NWS1000,NXT Extended Connector Cable Set,3406504
13,IRB1005,HiTechnic Infrared Electronic Ball,3406504
15,NEO1048,NXT EOPD Sensor,3406504
15,NGY1044,NXT Gyro Sensor,3406504
2,NSK1042,NXT IRSeeker  V2,3406506
10,NAC1040,NXT Accelerometer Sensor,3406507
10,NCO1038,NXT Color Sensor V2,3406507
1,FTCBCN,FTC IR Beacon Master,3406508
1,NSK1042,NXT IRSeeker  V2,3406508
360,NWS1000,NXT Extended Connector Cable Set,3406509
1,FTCBCN,FTC IR Beacon Master,3406510
1,FTCBCN,FTC IR Beacon Master,3406511
1,IRB1005,HiTechnic Infrared Electronic Ball,3406511
1,NMS1035,NXT Magnetic Sensor,3406511
1,NSK1042,NXT IRSeeker  V2,3406511
1,FTCBCN,FTC IR Beacon Master,3406528
1,NSK1042,NXT IRSeeker  V2,3406528
5,IRB1005,HiTechnic Infrared Electronic Ball,3406529
10,NAC1040,NXT Accelerometer Sensor,3406529
10,NGY1044,NXT Gyro Sensor,3406529
10,NIL1046,NXT IRLink Sensor,3406529
10,NMC1034,NXT Magnetic Compass Sensor,3406529
10,NSK1042,NXT IRSeeker  V2,3406529
1,NAC1040,NXT Accelerometer Sensor,3406530
1,NGY1044,NXT Gyro Sensor,3406530
2,NSX2020,HiTechnic Sensor Multiplexer,3406530
1,NAC1040,NXT Accelerometer Sensor,3406531
1,NEO1048,NXT EOPD Sensor,3406531
1,NPS1055,NXT Solderless Prototype Sensor,3406531
1,NSK1042,NXT IRSeeker  V2,3406531
1,NWS1000,NXT Extended Connector Cable Set,3406531
1,NAC1040,NXT Accelerometer Sensor,3406532
2,NCO1038,NXT Color Sensor V2,3406532
7,NTX1060,NXT Touch Sensor Multiplexer,3406532
1,NSK1042,NXT IRSeeker  V2,3406533
2,NWS1000,NXT Extended Connector Cable Set,3406533
1,NGY1044,NXT Gyro Sensor,3406535
1,FTCBCN,FTC IR Beacon Master,3406536
1,IRB1005,HiTechnic Infrared Electronic Ball,3406536
1,NCO1038,NXT Color Sensor V2,3406536
30,NGY1044,NXT Gyro Sensor,3406537
1,NAC1040,NXT Accelerometer Sensor,3406539
1,NGY1044,NXT Gyro Sensor,3406539
1,NSX2020,HiTechnic Sensor Multiplexer,3406539
27,NSX2020,HiTechnic Sensor Multiplexer,3406540
200,NAC1040,NXT Accelerometer Sensor,3406540
150,NMS1035,NXT Magnetic Sensor,3406541
10,NWS1000,NXT Extended Connector Cable Set,3406545
23,NMC1034,NXT Magnetic Compass Sensor,3406545
1,NGY1044,NXT Gyro Sensor,3406546
4,NPA1058,HiTechnic Experimenter's Kit A,3406547
30,NCO1038,NXT Color Sensor V2,3406547
30,NMC1034,NXT Magnetic Compass Sensor,3406547
3,FTCBCN,FTC IR Beacon Master,3406549
1,NIR1032,NXT IR Receiver,3406550
10,NAC1040,NXT Accelerometer Sensor,3406550
20,NWS1000,NXT Extended Connector Cable Set,3406550
30,NMC1034,NXT Magnetic Compass Sensor,3406550
100,NGY1044,NXT Gyro Sensor,3406550
3,IRB1005,HiTechnic Infrared Electronic Ball,3406553
1,NAA1030,NXT Angle Sensor,3406554
1,NEO1048,NXT EOPD Sensor,3406554
1,NIR1032,NXT IR Receiver,3406554
1,NSX2020,HiTechnic Sensor Multiplexer,3406554
2,NMS1035,NXT Magnetic Sensor,3406554
1,NMC1034,NXT Magnetic Compass Sensor,3406557
1,NSX2020,HiTechnic Sensor Multiplexer,3406557
2,NWS1000,NXT Extended Connector Cable Set,3406557
3,IRB1005,HiTechnic Infrared Electronic Ball,3406558
3,NAA1030,NXT Angle Sensor,3406558
3,NEO1048,NXT EOPD Sensor,3406558
3,NIL1046,NXT IRLink Sensor,3406558
3,NMC1034,NXT Magnetic Compass Sensor,3406558
3,NSX2020,HiTechnic Sensor Multiplexer,3406558
3,NTX1060,NXT Touch Sensor Multiplexer,3406558
10,NAC1040,NXT Accelerometer Sensor,3406558
10,NGY1044,NXT Gyro Sensor,3406558
100,NEO1048,NXT EOPD Sensor,3406559
10,NCO1038,NXT Color Sensor V2,3406560
1,NMC1034,NXT Magnetic Compass Sensor,3406561
1,NSK1042,NXT IRSeeker  V2,3406561
5,NGY1044,NXT Gyro Sensor,3406561
1,NGY1044,NXT Gyro Sensor,3406562
1,NIR1032,NXT IR Receiver,3406562
1,NAC1040,NXT Accelerometer Sensor,3406563
2,IRB1005,HiTechnic Infrared Electronic Ball,3406563
2,NSX2020,HiTechnic Sensor Multiplexer,3406563
3,NAA1030,NXT Angle Sensor,3406563
3,NCO1038,NXT Color Sensor V2,3406563
3,NGY1044,NXT Gyro Sensor,3406563
3,NMS1035,NXT Magnetic Sensor,3406563
3,NTX1060,NXT Touch Sensor Multiplexer,3406563
4,NEO1048,NXT EOPD Sensor,3406563
7,NWS1000,NXT Extended Connector Cable Set,3406563
40,NWS1000,NXT Extended Connector Cable Set,3406564
50,NEO1048,NXT EOPD Sensor,3406564
10,NAA1030,NXT Angle Sensor,3406566
10,NCO1038,NXT Color Sensor V2,3406566
10,NEO1048,NXT EOPD Sensor,3406566
10,NIL1046,NXT IRLink Sensor,3406566
10,NIR1032,NXT IR Receiver,3406566
10,NMC1034,NXT Magnetic Compass Sensor,3406566
10,NMS1035,NXT Magnetic Sensor,3406566
10,NSK1042,NXT IRSeeker  V2,3406566
10,NTX1060,NXT Touch Sensor Multiplexer,3406566
20,NAC1040,NXT Accelerometer Sensor,3406566
30,NGY1044,NXT Gyro Sensor,3406566
100,NWS1000,NXT Extended Connector Cable Set,3406566
150,NCO1038,NXT Color Sensor V2,3406567
200,NIL1046,NXT IRLink Sensor,3406567
200,NSK1042,NXT IRSeeker  V2,3406567
300,NGY1044,NXT Gyro Sensor,3406567
400,NAC1040,NXT Accelerometer Sensor,3406567
450,NMC1034,NXT Magnetic Compass Sensor,3406567
21,NIR1032,NXT IR Receiver,3406568
200,NIL1046,NXT IRLink Sensor,3406568
10,NSX2020,HiTechnic Sensor Multiplexer,3406570
20,NSK1042,NXT IRSeeker  V2,3406570
1,FTCSET,FTC IR Beacon Set Master & Slave,3406571
1,IRB1005,HiTechnic Infrared Electronic Ball,3406572
40,NTX1060,NXT Touch Sensor Multiplexer,3406575
200,NAC1040,NXT Accelerometer Sensor,3406576
200,NGY1044,NXT Gyro Sensor,3406576
200,NSK1042,NXT IRSeeker  V2,3406576
1,NWS1010,Extend Cable Set Pack (40 pcs),3406577
20,NIL1046,NXT IRLink Sensor,3406577
20,NSK1042,NXT IRSeeker  V2,3406577
30,NEO1048,NXT EOPD Sensor,3406577
30,NMC1034,NXT Magnetic Compass Sensor,3406577
40,NCO1038,NXT Color Sensor V2,3406577
60,NAC1040,NXT Accelerometer Sensor,3406577
350,NGY1044,NXT Gyro Sensor,3406577
2,NMS1035,NXT Magnetic Sensor,3406578
2,NSK1042,NXT IRSeeker  V2,3406578
1,FTCBCN,FTC IR Beacon Master,3406579
1,NGY1044,NXT Gyro Sensor,3406579
1,NMC1034,NXT Magnetic Compass Sensor,3406579
1,NSK1042,NXT IRSeeker  V2,3406579
1,NSX2020,HiTechnic Sensor Multiplexer,3406579
1,NPA1058,HiTechnic Experimenter's Kit A,3406580
3,NCO1038,NXT Color Sensor V2,3406580
3,NSX2020,HiTechnic Sensor Multiplexer,3406580
3,NTX1060,NXT Touch Sensor Multiplexer,3406580
5,NAA1030,NXT Angle Sensor,3406580
5,NMS1035,NXT Magnetic Sensor,3406580
35,NGY1044,NXT Gyro Sensor,3406580
15,NMC1034,NXT Magnetic Compass Sensor,3406581
15,NSK1042,NXT IRSeeker  V2,3406581
3,NAA1030,NXT Angle Sensor,3406582
3,NAC1040,NXT Accelerometer Sensor,3406582
3,NCO1038,NXT Color Sensor V2,3406582
3,NEO1048,NXT EOPD Sensor,3406582
3,NGY1044,NXT Gyro Sensor,3406582
3,NIL1046,NXT IRLink Sensor,3406582
3,NIR1032,NXT IR Receiver,3406582
3,NMC1034,NXT Magnetic Compass Sensor,3406582
3,NSX2020,HiTechnic Sensor Multiplexer,3406582
3,NTX1060,NXT Touch Sensor Multiplexer,3406582
3,NWS1000,NXT Extended Connector Cable Set,3406582
5,IRB1005,HiTechnic Infrared Electronic Ball,3406582
8,NSK1042,NXT IRSeeker  V2,3406582
15,NAC1040,NXT Accelerometer Sensor,3406586
50,NGY1044,NXT Gyro Sensor,3406586
26,NSX2020,HiTechnic Sensor Multiplexer,3406587
1,NAC1040,NXT Accelerometer Sensor,3406588
1,NSK1042,NXT IRSeeker  V2,3406588
1,NSX2020,HiTechnic Sensor Multiplexer,3406588
1,NAC1040,NXT Accelerometer Sensor,3406589
1,NMC1034,NXT Magnetic Compass Sensor,3406589
1,NSK1042,NXT IRSeeker  V2,3406589
2,NSX2020,HiTechnic Sensor Multiplexer,3406589
3,NGY1044,NXT Gyro Sensor,3406589
4,IRB1005,HiTechnic Infrared Electronic Ball,3406589
40,IRB1005,HiTechnic Infrared Electronic Ball,3406590
200,WFB1015,WRO Football Kit,3406591
1,NAC1040,NXT Accelerometer Sensor,3406592
10,NMC1034,NXT Magnetic Compass Sensor,3406592
10,NSK1042,NXT IRSeeker  V2,3406592
3,FTCSET,FTC IR Beacon Set Master & Slave,3406593
2,NMS1035,NXT Magnetic Sensor,3406594
1,IRB1005,HiTechnic Infrared Electronic Ball,3406595
2,NEO1048,NXT EOPD Sensor,3406595
2,NMS1035,NXT Magnetic Sensor,3406595
2,NSK1042,NXT IRSeeker  V2,3406595
2,NSX2020,HiTechnic Sensor Multiplexer,3406595
2,NWS1000,NXT Extended Connector Cable Set,3406595
20,IRB1005,HiTechnic Infrared Electronic Ball,3406598
50,NIR1032,NXT IR Receiver,3406598
50,NMC1034,NXT Magnetic Compass Sensor,3406599
300,NGY1044,NXT Gyro Sensor,3406599
5,NGY1044,NXT Gyro Sensor,3406600B
200,NCO1038,NXT Color Sensor V2,3406601
1,Misc Charge,Miscellaneous Charge,3406602
5,IRB1005,HiTechnic Infrared Electronic Ball,3406602
10,NMC1034,NXT Magnetic Compass Sensor,3406602
10,NSX2020,HiTechnic Sensor Multiplexer,3406602
15,NAA1030,NXT Angle Sensor,3406602
15,NGY1044,NXT Gyro Sensor,3406602
15,NPS1055,NXT Solderless Prototype Sensor,3406602
15,NSK1042,NXT IRSeeker  V2,3406602
240,NWS1000,NXT Extended Connector Cable Set,3406603
10,NGY1044,NXT Gyro Sensor,3406604
5,NSX2020,HiTechnic Sensor Multiplexer,3406605
1,NAC1040,NXT Accelerometer Sensor,3406607
1,NEO1048,NXT EOPD Sensor,3406607
1,NGY1044,NXT Gyro Sensor,3406607
1,NSX2020,HiTechnic Sensor Multiplexer,3406607
3,FTCSET,FTC IR Beacon Set Master & Slave,3406608
4,NEO1048,NXT EOPD Sensor,3406609
5,NSK1042,NXT IRSeeker  V2,3406609
6,NGY1044,NXT Gyro Sensor,3406609
6,NPA1058,HiTechnic Experimenter's Kit A,3406609
7,NMC1034,NXT Magnetic Compass Sensor,3406609
100,NTX1060,NXT Touch Sensor Multiplexer,3406610
200,NMC1034,NXT Magnetic Compass Sensor,3406611
17,IRB1005,HiTechnic Infrared Electronic Ball,3406612
17,NAC1040,NXT Accelerometer Sensor,3406612
17,NEO1048,NXT EOPD Sensor,3406612
17,NGY1044,NXT Gyro Sensor,3406612
17,NMC1034,NXT Magnetic Compass Sensor,3406612
17,NSK1042,NXT IRSeeker  V2,3406612
17,NSX2020,HiTechnic Sensor Multiplexer,3406612
17,NTX1060,NXT Touch Sensor Multiplexer,3406612
17,NWS1000,NXT Extended Connector Cable Set,3406612
4,NAA1030,NXT Angle Sensor,3406614
1,IRB1005,HiTechnic Infrared Electronic Ball,3406615
2,NPS1055,NXT Solderless Prototype Sensor,3406615
2,NSK1042,NXT IRSeeker  V2,3406615
3,NMS1035,NXT Magnetic Sensor,3406615
3,NPT1051,NXT Prototype Solderable Extension,3406615
1,NIR1032,NXT IR Receiver,3406616
200,NCO1038,NXT Color Sensor V2,3406617
4,FTCSET,FTC IR Beacon Set Master & Slave,3406618
200,NAC1040,NXT Accelerometer Sensor,3406619
200,NGY1044,NXT Gyro Sensor,3406619
200,NSK1042,NXT IRSeeker  V2,3406619
25,NAC1040,NXT Accelerometer Sensor,3406620
25,NCO1038,NXT Color Sensor V2,3406620
25,NGY1044,NXT Gyro Sensor,3406620
25,NIL1046,NXT IRLink Sensor,3406620
25,NMC1034,NXT Magnetic Compass Sensor,3406620
25,NSK1042,NXT IRSeeker  V2,3406620
3,NSX2020,HiTechnic Sensor Multiplexer,3406621
5,NAC1040,NXT Accelerometer Sensor,3406621
5,NCO1038,NXT Color Sensor V2,3406621
5,NMC1034,NXT Magnetic Compass Sensor,3406621
6,NSK1042,NXT IRSeeker  V2,3406621
10,NGY1044,NXT Gyro Sensor,3406621
1,NAC1040,NXT Accelerometer Sensor,3406624
2,IRB1005,HiTechnic Infrared Electronic Ball,3406624
7,NSX2020,HiTechnic Sensor Multiplexer,3406624
8,FTCBCN,FTC IR Beacon Master,3406625
200,NAC1040,NXT Accelerometer Sensor,3406626
10,NSX2020,HiTechnic Sensor Multiplexer,3406628
25,NAC1040,NXT Accelerometer Sensor,3406628
25,NCO1038,NXT Color Sensor V2,3406628
25,NGY1044,NXT Gyro Sensor,3406628
25,NMC1034,NXT Magnetic Compass Sensor,3406628
60,NWS1000,NXT Extended Connector Cable Set,3406628
1,NSK1042,NXT IRSeeker  V2,3406629
21,NIR1032,NXT IR Receiver,3406630
200,NAC1040,NXT Accelerometer Sensor,3406631
200,NGY1044,NXT Gyro Sensor,3406631
3,NSX2020,HiTechnic Sensor Multiplexer,3406632
5,NAA1030,NXT Angle Sensor,3406632
50,NMC1034,NXT Magnetic Compass Sensor,3406633
200,NSK1042,NXT IRSeeker  V2,3406633
200,NMC1034,NXT Magnetic Compass Sensor,3406634
200,NMC1034,NXT Magnetic Compass Sensor,3406635
3,NMC1034,NXT Magnetic Compass Sensor,3406636
12,NSK1042,NXT IRSeeker  V2,3406636
18,NPS1055,NXT Solderless Prototype Sensor,3406636
31,NAC1040,NXT Accelerometer Sensor,3406636
40,IRB1005,HiTechnic Infrared Electronic Ball,3406636
45,NGY1044,NXT Gyro Sensor,3406636
46,NEO1048,NXT EOPD Sensor,3406636
20,NCO1038,NXT Color Sensor V2,3406637
50,NAC1040,NXT Accelerometer Sensor,3406637
50,NEO1048,NXT EOPD Sensor,3406637
50,NGY1044,NXT Gyro Sensor,3406637
50,NMC1034,NXT Magnetic Compass Sensor,3406637
50,NSK1042,NXT IRSeeker  V2,3406637
100,IRB1005,HiTechnic Infrared Electronic Ball,3406637
2,NAA1030,NXT Angle Sensor,3406638
2,NIR1032,NXT IR Receiver,3406638
3,NSX2020,HiTechnic Sensor Multiplexer,3406638
4,FTCBCN,FTC IR Beacon Master,3406638
4,NPS1055,NXT Solderless Prototype Sensor,3406638
1,NPA1058,HiTechnic Experimenter's Kit A,3406640
12,NCO1038,NXT Color Sensor V2,3406642
1,NGY1044,NXT Gyro Sensor,3406644
2,NWS1000,NXT Extended Connector Cable Set,3406645
4,NMC1034,NXT Magnetic Compass Sensor,3406646
8,NSK1042,NXT IRSeeker  V2,3406646
26,NAA1030,NXT Angle Sensor,3406646
53,NTX1060,NXT Touch Sensor Multiplexer,3406646
2,IRB1005,HiTechnic Infrared Electronic Ball,3406647
10,NAA1030,NXT Angle Sensor,3406647
10,NIR1032,NXT IR Receiver,3406647
10,NMS1035,NXT Magnetic Sensor,3406647
10,NSX2020,HiTechnic Sensor Multiplexer,3406647
10,NTX1060,NXT Touch Sensor Multiplexer,3406647
20,NAC1040,NXT Accelerometer Sensor,3406647
20,NCO1038,NXT Color Sensor V2,3406647
20,NEO1048,NXT EOPD Sensor,3406647
20,NGY1044,NXT Gyro Sensor,3406647
20,NMC1034,NXT Magnetic Compass Sensor,3406647
20,NSK1042,NXT IRSeeker  V2,3406647
20,NWS1000,NXT Extended Connector Cable Set,3406647
200,NGY1044,NXT Gyro Sensor,3406648
2,NAA1030,NXT Angle Sensor,3406649
2,NAC1040,NXT Accelerometer Sensor,3406649
2,NIR1032,NXT IR Receiver,3406649
2,NMS1035,NXT Magnetic Sensor,3406649
6,NEO1048,NXT EOPD Sensor,3406649
54,NSK1042,NXT IRSeeker  V2,3406649
56,NMC1034,NXT Magnetic Compass Sensor,3406649
30,NSK1042,NXT IRSeeker  V2,3406651
200,NAA1030,NXT Angle Sensor,3406652
2,NAC1040,NXT Accelerometer Sensor,3406653
100,NSK1042,NXT IRSeeker  V2,3406654
1,NCO1038,NXT Color Sensor V2,3406655
5,NIL1046,NXT IRLink Sensor,3406655
10,NMS1035,NXT Magnetic Sensor,3406656
31,NIR1032,NXT IR Receiver,3406657
